,apical,cell_soma_location,dendrite_type,disease_state,specimen_id,name,reconstruction_type,reporter_status,species,structure_area_abbrev,structure_area_id,structure_layer_name,transgenic_line,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,superseded,tags,total_length,total_surface,total_volume
205,intact,"[9220.4316048591, 2527.98651602936, 9845.49037240563]",spiny,,513879001,Scnn1a-Tg3-Cre;Ai14-241666.03.01.01,,positive,Mus musculus,VISpor,312782628,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,intact,"[325.0, 258.0, 104.0]",spiny,epilepsy,508421103,H16.06.004.02.05.02,full,,Homo Sapiens,MTG,12141,2,,80.2420614491766,,0.818529257048253,0.316223302780499,80.537037037037,0.9043557716770029,,552579449.0,8.0,495.537185004706,full,27.0,59.0,4568.0,5.0,32.0,127.6657,499.372452441481,331.63390383818404,0.1144,0.1144,0.28,138.786993190908,False,3D Neuron Reconstruction morphology,5395.7460779987705,5433.9260093145795,543.9949045790149
207,NA,"[9003.08315947597, 1194.33910265065, 3794.74035636331]",sparsely spiny,,594594470,Vip-IRES-Cre;Ai14-324779.03.02.01,,positive,Mus musculus,VISp,385,6a,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,truncated,"[9489.24257509068, 1555.78969005034, 8748.48891231363]",spiny,,478447600,Nr5a1-Cre;Ai14-192789.03.01.01,,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,intact,"[8976.63502144556, 833.191601954851, 7974.04619277243]",spiny,,485468180,Nr5a1-Cre;Ai14-202954.03.01.01,dendrite-only,positive,Mus musculus,VISp,385,2/3,Nr5a1-Cre,77.3952287675839,,0.9243888618291031,0.34643026097056107,39.8775510204082,0.8910885864890559,,514342445.0,4.0,328.308573946018,dendrite-only,25.0,56.0,2035.0,6.0,31.0,56.1708,414.004763424372,223.92323314427298,0.1144,0.1144,0.28,145.237496285205,False,3D Neuron Reconstruction morphology,2359.65893286224,2564.8770327126,247.70111474959302
210,NA,"[9167.91611906308, 1757.9874677698, 9579.51559505899]",aspiny,,561325425,Nkx2-1-CreERT2;Ai14 (IVSCC)-286577.03.01.01,full,positive,Mus musculus,VISl,409,2/3,Nkx2-1-CreERT2,89.58455313708441,,0.822777503559902,0.460597147849418,41.3055555555556,0.9782996720014959,,580260086.0,6.0,257.733317028004,full,18.0,40.0,1514.0,4.0,22.0,54.9455,188.689466118326,240.558475750761,0.1144,0.1144,0.28,251.287161195059,False,3D Neuron Reconstruction morphology,1705.09179687209,2469.3742064894395,288.65373679505404
211,intact,"[9688.06983405008, 2266.19389561518, 2767.4301499406]",spiny,,515435668,Ctgf-2A-dgCre;Ai14(IVSCC)-241547.03.02.01,dendrite-only,positive,Mus musculus,VISp,385,6b,Ctgf-T2A-dgCre,66.5372358777676,,0.876285287984803,0.338967559232933,75.25,0.6221670288777801,,537042195.0,4.0,451.83135905638494,dendrite-only,12.0,32.0,2839.0,8.0,20.0,135.52,463.799260664258,366.423297928934,0.1144,0.1144,0.28,256.318525903755,False,3D Neuron Reconstruction morphology,3270.95491549674,3483.7394813400397,353.004293602534
212,truncated,"[313.0, 280.0, 94.0]",spiny,epilepsy,569823971,H17.03.002.11.04.03,,,Homo Sapiens,MTG,12141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,intact,"[8906.73399140304, 1187.26584248182, 2842.58177149635]",spiny,,502193385,Nr5a1-Cre;Ai14-230419.03.02.01,,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,intact,"[8900.0, 742.001559928513, 3783.5676748709]",spiny,,314857059,Scnn1a-Tg3-Cre;Ai14-168093.04.02.01,,positive,Mus musculus,VISp,385,2/3,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,truncated,"[9265.70746341276, 1349.31500175508, 3010.28804260521]",spiny,,479150681,Rbp4-Cre_KL100;Ai14-196625.04.02.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,NA,"[79.0, 273.0, 86.0]",aspiny,epilepsy,561432315,H16.06.013.11.16.01,full,,Homo Sapiens,MTG,12141,3,,80.6580996825305,,0.8609468528054158,0.534559847112914,79.6875,0.9882831471588149,,687434349.0,4.0,400.034142475812,full,16.0,36.0,2615.0,4.0,20.0,83.1861,531.275721704343,342.72525837315703,0.1144,0.1144,0.28,430.42829013801696,False,3D Neuron Reconstruction morphology,3074.81374104083,5177.89162839456,713.8260473711799
217,NA,"[8930.98674569452, 1138.83678032084, 3059.80941546709]",aspiny,,490912243,Sst-IRES-Cre;Ai14-216190.04.02.01,,positive,Mus musculus,VISp,385,4,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,NA,"[8976.05293758193, 604.992403716112, 3602.24261055199]",aspiny,,585830272,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315067.04.02.01,full,positive,Mus musculus,VISp,385,2/3,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,77.5584099189486,,0.832750811419491,0.489573081345141,45.76470588235289,1.0,,610886090.0,7.0,259.995932908568,full,17.0,38.0,1620.0,4.0,21.0,74.9101,277.921897507722,223.241458302398,0.1144,0.1144,0.28,227.898937761312,False,3D Neuron Reconstruction morphology,1920.5741523884199,2948.6951783492896,367.176308103562
219,NA,"[8630.0, 718.644455855271, 4020.89860787752]",sparsely spiny,,565120091,Ndnf-IRES2-dgCre;Ai14-292670.04.02.01,full,positive,Mus musculus,VISpm,533,4,Ndnf-IRES2-dgCre,71.2723128782983,,0.8983175748300691,0.6091429786113011,53.375,0.997424103239196,,591275762.0,6.0,350.668072949769,full,24.0,55.0,2758.0,7.0,31.0,71.2891,450.00550742383103,276.794875553117,0.1144,0.1144,0.28,359.660675831669,False,3D Neuron Reconstruction morphology,3232.97133090635,6182.62814304975,963.188529704693
220,intact,"[70.0, 260.0, 111.0]",spiny,epilepsy,530062215,H16.06.010.01.03.14.02,full,,Homo Sapiens,MTG,12141,3,,78.1493963568772,,0.9036457392526379,0.736788052222742,84.0320512820513,0.9847635860643509,,599474317.0,17.0,928.85588526524,full,78.0,165.0,13253.0,9.0,87.0,124.6061,1023.8203798420401,569.400946340757,0.1144,0.1144,0.28,1038.62401173689,False,3D Neuron Reconstruction morphology,15558.7603388394,37182.2841020524,8482.06140089246
221,NA,"[9340.41427358823, 1626.67912820756, 2845.72816795506]",sparsely spiny,,592952680,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323427.03.02.01,full,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,72.9903226809538,,0.8548530458882371,0.354359785781591,53.526315789473706,0.983115683946709,,627859869.0,4.0,297.49580802802996,full,19.0,41.0,2071.0,3.0,22.0,150.5101,262.226337309398,447.38901757782503,0.1144,0.1144,0.28,328.663405789833,False,3D Neuron Reconstruction morphology,2474.27286356583,2747.91648201096,255.43710005051602
222,truncated,"[67.0, 256.0, 110.0]",spiny,epilepsy,527891102,H16.06.008.01.31.01,full,,Homo Sapiens,MTG,12141,3,,64.799904239109,,0.8773131725551649,0.503213626898829,69.6935483870968,0.863848493605995,,585893391.0,8.0,570.0307922308571,full,31.0,66.0,4356.0,4.0,35.0,171.0772,768.930981101186,425.943842400093,0.1144,0.1144,0.28,176.327532097497,False,3D Neuron Reconstruction morphology,5862.97662396075,9572.875425905659,1425.6786297402698
223,NA,"[8312.12105373665, 1314.96927856759, 8067.65497091577]",aspiny,,476104386,Sst-IRES-Cre;Ai14-187427.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,6a,Sst-IRES-Cre,69.5198650887012,,0.9117078868389119,0.323171367129573,54.8529411764706,0.899862295791741,,491119894.0,4.0,323.454231245245,dendrite-only,17.0,39.0,1981.0,5.0,22.0,47.3267,380.54992374243204,278.850529883764,0.1144,0.1144,0.28,633.436652691301,False,3D Neuron Reconstruction morphology,2215.8516021637197,2253.11719728356,191.81456743496003
224,NA,"[8732.28749172202, 979.942773006516, 3270.85655349555]",aspiny,,562091859,Chat-IRES-Cre-neo;Ai14-287664.04.02.01,,positive,Mus musculus,VISp,385,4,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,NA,"[8846.92660418019, 1074.74884885938, 7047.43288483958]",aspiny,,584495731,Vip-IRES-Cre;Ai14-314154.04.01.01,,positive,Mus musculus,RSPd,879,6a,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,intact,"[6666.0, 905.040579892111, 4188.00404201779]",spiny,,560599530,Nr5a1-Cre;Ai14-284155.10.02.01,,positive,Mus musculus,SSp-tr,361,5,Nr5a1-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,NA,"[317.0, 268.0, 88.0]",aspiny,epilepsy,539640410,H16.06.011.01.01.05.01,full,,Homo Sapiens,MTG,12141,3,,71.2475354257023,,0.894045762673413,0.19358170019104398,253.7,0.999274309971707,,563181391.0,3.0,564.897358670012,full,5.0,16.0,3082.0,6.0,11.0,125.6142,847.514192552506,827.7522388641991,0.1144,0.1144,0.28,87.7420306957811,False,3D Neuron Reconstruction morphology,3557.56668460947,2162.40000253329,105.264769622724
228,truncated,"[7104.41209481596, 1956.65565826447, 9202.5594373736]",spiny,,584635140,Scnn1a-Tg3-Cre;Ai14-315863.09.01.01,,positive,Mus musculus,SSp-bfd,329,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,NA,"[8342.51450936424, 1165.05758154957, 4176.23712241979]",aspiny,,590558808,Vipr2-IRES2-Cre;Ai14-316908.04.02.01,full,positive,Mus musculus,VISpm,533,6b,Vipr2-IRES2-Cre,79.4418750052418,,0.841052764712782,0.47567423892009797,65.57692307692311,1.0,,648577094.0,5.0,228.485761105848,full,13.0,31.0,1851.0,5.0,18.0,78.673,209.665028156269,372.81085328243796,0.1144,0.1144,0.28,326.695281865869,False,3D Neuron Reconstruction morphology,2110.5315472348,3154.53032368193,380.60261899469805
230,NA,"[88.0, 272.0, 74.0]",aspiny,epilepsy,541536216,H16.03.007.01.01.08.01,full,,Homo Sapiens,MTG,12141,3,,89.14403590899799,,0.7827988783502041,0.553199005654454,141.25,0.989964750922813,,665276721.0,3.0,376.037549042301,full,10.0,24.0,2853.0,4.0,14.0,137.2226,537.0629007739869,243.43366319993498,0.1144,0.1144,0.28,529.181444795434,False,3D Neuron Reconstruction morphology,3343.43018449187,5834.449810344539,839.754965251702
231,truncated,"[9763.82926584245, 2020.46434147226, 8908.98475900201]",spiny,,503595332,Ntsr1-Cre;Ai14-232205.05.01.01,,negative,Mus musculus,VISp,385,5,Ntsr1-Cre_GN220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,intact,"[8324.2254077154, 1113.28901607899, 3144.93377528335]",spiny,,479721491,Rbp4-Cre_KL100;Ai14-196624.05.02.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,71.14320178785479,,0.882233639681336,0.470016925257079,39.876404494382,0.8372891764501679,,512328248.0,9.0,519.804659992143,dendrite-only,45.0,99.0,3700.0,9.0,54.0,73.0041,568.154443210144,243.476913515201,0.1144,0.1144,0.28,320.619294492467,False,3D Neuron Reconstruction morphology,4381.72660027619,6514.35633800317,887.257341028538
233,intact,"[9067.38504301744, 1159.38775578782, 7715.41118907158]",spiny,,559387643,Ctgf-2A-dgCre;Ai14(IVSCC)-281934.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,5,Ctgf-T2A-dgCre,69.6650096380862,,0.825241000187282,0.6409116660128821,50.886363636363605,0.976955232809198,,580260716.0,10.0,354.28086089650805,dendrite-only,22.0,52.0,2463.0,8.0,30.0,69.8093,374.100713940768,252.579231351274,0.1144,0.1144,0.28,423.42495761610803,False,3D Neuron Reconstruction morphology,2920.94722833263,5937.905937788721,1054.21057412408
234,truncated,"[8485.50040095049, 781.577357685944, 7461.29912995579]",spiny,,466827702,Scnn1a-Tg3-Cre;Ai14-180211.05.01.01,,positive,Mus musculus,VISpm,533,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,NA,"[8595.0, 980.693764511921, 3080.13997870161]",aspiny,,519220630,Chat-IRES-Cre;Ai14-245956.05.02.01,,positive,Mus musculus,VISp,385,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,truncated,"[79.0, 273.0, 91.0]",spiny,epilepsy,519849529,H16.03.001.01.09.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,intact,"[8394.12643775792, 1040.10319397338, 3083.8068205235]",spiny,,501951290,Rorb-IRES2-Cre-D;Ai14-228835.05.02.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,NA,"[8200.0, 1124.61178662305, 3502.77168000759]",aspiny,,487400838,Pvalb-IRES-Cre;Ai14-212811.05.02.01,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,truncated,"[333.0, 229.0, 114.0]",spiny,epilepsy,614230805,H17.03.011.11.04.05,full,,Homo Sapiens,MTG,12141,3,,74.5298187611393,,0.880290508894967,0.4449512285294461,69.9071428571429,1.0,,650978964.0,16.0,644.268720362085,full,70.0,147.0,9897.0,7.0,77.0,131.5023,719.5297706909711,593.547124888443,0.1144,0.1144,0.28,240.860627257977,False,3D Neuron Reconstruction morphology,11795.183480073301,16520.0086051669,1989.8257942408102
240,NA,"[9279.53948496313, 1831.03502009105, 2151.24431991082]",aspiny,,313862167,Sst-IRES-Cre;Ai14-167638.05.02.01,full,positive,Mus musculus,VISl,409,4,Sst-IRES-Cre,62.1629589442566,,0.9303635225615259,0.46488713136938603,59.4864864864865,0.8585552165071991,,501934125.0,5.0,254.99882124689,full,19.0,43.0,2268.0,5.0,24.0,56.3931,383.26076159568703,327.15038269150904,0.1144,0.1144,0.28,361.11855852210704,False,3D Neuron Reconstruction morphology,2644.87834709486,3883.69951398975,512.835042668049
241,intact,"[9146.0, 1383.22803283032, 2592.75782282224]",spiny,,479993900,Scnn1a-Tg2-Cre;Ai14-196752.04.01.01,,negative,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,NA,"[66.0, 220.0, 105.0]",aspiny,tumor,596028822,H17.06.009.11.04.03,full,,Homo Sapiens,MTG,12141,1,,115.432036278125,,0.8090838203033058,0.5407066654644389,53.1666666666667,1.0,,608103642.0,4.0,319.14362739943,full,6.0,13.0,652.0,1.0,7.0,88.2706,203.465712330998,204.07502081346698,0.1144,0.1144,0.28,639.578481563231,False,3D Neuron Reconstruction morphology,756.85331115162,1287.22069859354,176.790732893325
243,NA,"[8009.11763520555, 1191.18462349224, 3067.28432759662]",aspiny,,475549284,Pvalb-IRES-Cre;Ai14-185361.06.02.01,full,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,65.1582847459081,,0.9123327534686351,0.440635677992076,42.3958333333333,0.862858297580866,,653169619.0,4.0,294.421810775628,full,24.0,55.0,2150.0,7.0,31.0,71.4865,295.040642050971,449.003844522342,0.1144,0.1144,0.28,348.347559501049,False,3D Neuron Reconstruction morphology,2551.0009828799302,3540.5083228445396,436.11387124547997
244,intact,"[308.0, 310.0, 185.0]",spiny,tumor,488386431,H15.06.016.01.05.01,,,Homo Sapiens,IFG,12117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,intact,"[8900.0, 1243.91381035766, 8089.55120671473]",spiny,,571292875,Vipr2-IRES2-Cre;Ai14-302668.04.01.01,,positive,Mus musculus,VISp,385,5,Vipr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,intact,"[8140.00000000001, 945.151208224968, 8175.3564574461]",spiny,,475848827,Rorb-IRES2-Cre-D;Ai14-187414.05.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,intact,"[8525.93708929731, 1077.52866787978, 3383.12243750116]",spiny,,490966322,Rbp4-Cre_KL100;Ai14-215301.04.02.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,truncated,"[9867.96927925937, 1624.322286208, 8635.93556970138]",spiny,,504643398,Cux2-CreERT2;Ai14-234034.04.01.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,truncated,"[69.0, 254.0, 96.0]",spiny,epilepsy,528631988,H16.06.009.01.02.06.02,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,intact,"[70.0, 260.0, 108.0]",spiny,epilepsy,528601797,H16.06.009.01.01.08.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,intact,"[8277.62472102039, 964.803835140096, 8163.96373692836]",spiny,,484515166,Cux2-CreERT2;Ai14-198019.05.01.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,NA,"[9664.6121552897, 2106.60342194218, 8407.48957447848]",aspiny,,510376592,Ctgf-2A-dgCre;Ai14(IVSCC)-237294.03.01.01,,positive,Mus musculus,VISp,385,6a,Ctgf-T2A-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,truncated,"[9460.38343697087, 2579.15215235849, 1839.65952853366]",spiny,,580632959,Esr2-IRES2-Cre;Ai14-311706.03.02.01,,positive,Mus musculus,VISpor,312782628,5,Esr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,truncated,"[6829.27822491635, 1614.85889685981, 8851.48508900855]",spiny,,585058163,Scnn1a-Tg3-Cre;Ai14-315862.11.01.01,,positive,Mus musculus,SSp-bfd,329,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,intact,"[325.0, 261.0, 109.0]",spiny,epilepsy,488400701,H15.06.017.03.07.01,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,NA,"[6118.51572767567, 2647.79578213035, 1685.15119805804]",spiny,,584636981,Scnn1a-Tg3-Cre;Ai14-315863.12.02.01,,positive,Mus musculus,SSp-n,353,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,NA,"[8073.72445131762, 837.111288552548, 2886.86798145012]",aspiny,,475623964,Htr3a-Cre_NO152;Ai14-185555.05.01.01,full,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,60.73443574448171,,0.9300355992214301,0.307145225705926,35.4285714285714,0.91628502701753,,657210762.0,6.0,223.946103618043,full,28.0,58.0,2022.0,2.0,30.0,51.3383,416.77118848235904,156.100914437166,0.1144,0.1144,0.28,514.976551499547,False,3D Neuron Reconstruction morphology,2331.49795175833,2254.1358139742897,177.23005393226
258,NA,"[8457.1536218224, 461.870860952206, 7267.2813716244]",aspiny,,585951863,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315069.05.01.01,full,positive,Mus musculus,VISpm,533,2/3,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,77.44056669904221,,0.9001469119972549,0.48864790522813595,54.954545454545496,0.999879104040818,,638206442.0,4.0,260.29470406753,full,11.0,29.0,1413.0,7.0,18.0,78.6251,266.85173820213697,201.136257871702,0.1144,0.1144,0.28,286.579670022833,False,3D Neuron Reconstruction morphology,1652.7867672853,2536.4064160610396,308.418558647106
259,truncated,"[325.0, 258.0, 104.0]",spiny,epilepsy,508413678,H16.06.004.02.12.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,intact,"[8324.2254077154, 1184.45215271203, 2984.58901839618]",spiny,,480114344,Rorb-IRES2-Cre-D;Ai14-197332.06.02.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,74.5875410471451,,0.914961181861014,0.27867512530904,42.685393258427,0.893874031775563,,491771446.0,9.0,521.353024362101,dendrite-only,45.0,101.0,3959.0,11.0,56.0,81.5942,615.612146610286,322.114402404582,0.1144,0.1144,0.28,410.817692628377,False,3D Neuron Reconstruction morphology,4664.6620852147,4078.0185335457795,308.800517398896
261,intact,"[78.0, 272.0, 91.0]",spiny,epilepsy,614635228,H17.06.003.11.03.02,full,,Homo Sapiens,MTG,12141,6,,64.7626564414675,,0.910691344941653,0.7573185659064721,90.0666666666667,0.935705957170234,,700233253.0,11.0,1231.5014271547197,full,30.0,62.0,5430.0,2.0,32.0,108.8122,1777.7342717931897,636.625064680353,0.1144,0.1144,0.28,619.634553542177,False,3D Neuron Reconstruction morphology,6473.48706740236,15758.0202306306,3501.71801440737
262,NA,"[8440.00000000001, 758.399014420498, 8183.06408966763]",aspiny,,564410651,Htr3a-Cre_NO152;Ai14-292832.05.01.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,NA,"[8158.09501645543, 633.326033172571, 7646.43229054587]",aspiny,,587055109,Chat-IRES-Cre-neo;Ai14-316041.05.01.01,,positive,Mus musculus,VISpm,533,2/3,Chat-IRES-Cre-neo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,NA,"[9000.0, 1215.56500997257, 3449.13835302321]",aspiny,,487176969,Htr3a-Cre_NO152;Ai14-210477.04.02.01,dendrite-only,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,54.341492387836894,,0.948915206492662,0.369511903109916,67.2727272727273,1.01934787486137,,500961547.0,3.0,268.237769543539,dendrite-only,11.0,28.0,1564.0,6.0,17.0,72.389,297.51510130092703,289.397202026711,0.1144,0.1144,0.28,763.09686361433,False,3D Neuron Reconstruction morphology,1854.2516543998101,2163.3255739225,229.34797580925
265,intact,"[9176.28236928867, 1368.92557825011, 8503.6525018524]",spiny,,486508983,Rorb-IRES2-Cre-D;Ai14-206931.03.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,intact,"[8720.331244623, 1482.94454685283, 8339.52810078993]",spiny,,488680211,Rorb-IRES2-Cre-D;Ai14-212872.05.01.01,dendrite-only,negative,Mus musculus,VISp,385,6a,Rorb-IRES2-Cre,72.23802997567199,,0.88401662090289,0.415101259314101,35.822580645161295,0.8632859332502459,,496164023.0,14.0,457.69279553663597,dendrite-only,31.0,65.0,2251.0,3.0,34.0,78.307,498.802919582892,178.768492977939,0.1144,0.1144,0.28,162.836668089493,False,3D Neuron Reconstruction morphology,2682.7706929123,3505.93707325975,413.155237607558
267,intact,"[9170.00000000001, 804.019646412466, 3882.08530477904]",spiny,,569317896,Htr3a-Cre_NO152;Ai14-297482.03.02.02,,positive,Mus musculus,VISp,385,4,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,NA,"[9200.00000000001, 1553.0961586334, 2425.48322960966]",aspiny,,484744867,Pvalb-IRES-Cre;Ai14-201773.04.02.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,intact,"[8276.0, 957.222639511559, 3176.20438871098]",spiny,,476269122,Scnn1a-Tg3-Cre;Ai14-187854.05.01.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,intact,"[8997.96374493725, 1447.78962464803, 2712.29091551839]",spiny,,505804754,234356.06.02.01,,positive,Mus musculus,VISp,385,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,NA,"[9395.74197382314, 1980.5762545593, 2037.65301365023]",aspiny,,475895240,Pvalb-IRES-Cre;Ai14-185567.02.02.01,,positive,Mus musculus,VISl,409,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,NA,"[8860.13330470803, 1398.11996620808, 8799.20683946206]",aspiny,,475894121,Pvalb-IRES-Cre;Ai14-185566.04.01.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,NA,"[9092.0, 1656.8767561432, 2494.16734128763]",aspiny,,329224678,Sst-IRES-Cre;Ai14-177354.04.02.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,NA,"[8813.53261801302, 807.425423349145, 8024.74672006265]",aspiny,,464191630,Htr3a-Cre_NO152;Ai14-178910.04.01.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,intact,"[9659.10672151643, 802.611616708546, 7898.76790065136]",spiny,,513510227,Cux2-CreERT2;Ai14-239083.03.01.01,full,positive,Mus musculus,VISp,385,2/3,Cux2-CreERT2,67.8183093130169,,0.8767369542350679,0.5745402935846221,43.258426966292106,0.8686537624656842,,661929037.0,10.0,315.62579241627003,full,45.0,103.0,4142.0,13.0,58.0,104.3862,205.61058792629902,524.519427291987,0.1144,0.1144,0.28,467.03535257160996,False,3D Neuron Reconstruction morphology,4814.72032798137,8746.824276936759,1413.13250854802
276,truncated,"[9076.17389786129, 1952.98229425826, 9333.54232645845]",spiny,,568560561,Esr2-IRES2-Cre;Ai14-296165.04.01.01,,positive,Mus musculus,VISl,409,5,Esr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,truncated,"[92.0, 260.0, 67.0]",spiny,epilepsy,529908238,H16.06.010.01.01.13.01,,,Homo Sapiens,ITG,12142,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,intact,"[127.0, 354.0, 219.0]",spiny,tumor,531526662,H16.06.007.01.08.04,,,Homo Sapiens,FroL,12113,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,truncated,"[8912.11695458289, 1771.32461659594, 8817.75079011982]",spiny,,563028422,Esr2-IRES2-Cre;Ai14-291924.04.01.01,,positive,Mus musculus,VISp,385,6a,Esr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,truncated,"[9070.00000000001, 1182.47047240053, 3269.53022390445]",spiny,,479492633,Rorb-IRES2-Cre-D;Ai14-196662.05.02.01,,positive,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,intact,"[8984.49353913, 1220.10443142806, 3207.23451324072]",spiny,,513803975,Scnn1a-Tg3-Cre;Ai14-241666.04.01.01,,positive,Mus musculus,VISp,385,5,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,NA,"[8500.0, 1376.64097563557, 3373.16823013891]",aspiny,,329322109,Sst-IRES-Cre;Ai14-177355.05.02.01,,positive,Mus musculus,VISp,385,6a,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
